,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num,lead_no_background,potassium_no_background,adjusted_lead
23, rois\0013-4.roi.h501, (green),98,8.81975,9.0814146,8.9233761,15.518785,5.2212834,889.97845,800.95805,2.2904924,2.0042282,0.7299018,0.73043483,0.74430376,0.71741033,71.530365,64.375513,0.00525304,0.005122325,4.4859278,4.1345692,11.824129,0.10290027,439.62088,395.64761,2.2652003,2.0262981,4.9961359,4.9921865,9.6896267,1.218316,489.62122,440.64668,1.6113261,1.5244976,1.0365531,0.98156899,2.919661,0.026380775,101.58221,91.421388,0.67243908,0.64604208,24.254317,24.274181,30.106493,18.423267,2376.9233,2139.1701,2.5404473,2.3858496,6.8699279,7.030654,8.9878531,3.972518,673.25287,605.91045,1.0344536,0.9111701,0.23631112,0.22697979,0.47912183,0.040168479,23.158487,20.84205,0.091558414,0.086544935,5.0734456,5.0336771,10.777909,0.65894377,497.19763,447.46521,2.4639047,1.6106653,0.13451015,0.13010998,0.26593584,0.011470052,13.182,11.863459,0.052436061,0.050017773,0.37023631,0.36486521,0.63325012,0.21845873,36.283157,32.653916,0.076157281,0.073131368,0.007791926,0.00516107,0.053841893,1.34e-09,0.76360863,0.68722838,0.009899211,0.008522813,0.049942398,0.045650683,0.11243422,0.006456094,4.8943553,4.4047945,0.025477879,0.024362702,0.50794684,0.49833587,1.259212,1.18e-08,49.77879,44.799641,0.30629789,0.22492938,,,0013,-4.19005626,0.4029309999999988,0.0
24, rois\0013-4.roi.h502, (blue),1038,93.4174,8.3594984,8.2795734,17.30035,2.7993977,8677.1543,7809.222,1.9749178,1.8974366,0.72702611,0.72733766,0.75232637,0.63254112,754.65363,679.16853,0.008641308,0.007997583,5.0690794,4.8488359,13.979035,0.031157663,5261.7046,4735.3997,2.3036431,2.118422,8.3345293,7.8885994,21.983744,1.5050595,8651.2432,7785.8965,2.8213302,2.2705992,1.1305483,1.0651351,3.6015613,4.48e-06,1173.509,1056.1283,0.65971851,0.63091502,35.847486,35.324436,80.073792,20.550749,37209.707,33487.772,5.2080703,3.4251293,8.6980074,8.6201468,22.980307,4.3569727,9028.5293,8125.4481,1.4350875,1.2703541,0.26123477,0.2532137,0.66476738,0.00577585,271.16156,244.0386,0.1081889,0.10312279,0.49301298,0.48473692,1.0547023,0.034462579,511.74738,460.55966,0.14310277,0.13115241,0.13775778,0.13411832,0.34573269,0.010260207,142.99252,128.68967,0.053332083,0.051084291,0.42317715,0.41774842,0.92583627,0.17077594,439.25775,395.32088,0.10236339,0.087883792,0.009139907,0.005898013,0.069840997,2.4e-16,9.4872189,8.5382593,0.009854677,0.009360104,0.063885703,0.061247151,0.17586456,0.000371185,66.313354,59.680332,0.028052185,0.026790591,0.040803769,0.030909171,0.22926593,6.45e-33,42.354275,38.1178,0.039916465,0.03783736,,,0013,-4.657199331,11.996100000000002,0.0
27, rois\0014-4.roi.h501, (green),438,39.4195,8.0532818,7.9554915,14.472419,2.3126364,3527.3364,3174.5615,2.1358978,1.8990707,0.73443047,0.73456794,0.7569558,0.70840335,321.68051,289.50864,0.007872196,0.007446612,7.7602738,7.4383731,18.666321,0.55202526,3398.9983,3059.0592,3.3387043,2.7912698,11.665135,11.567121,21.626358,4.0644159,5109.3281,4598.3349,3.5196343,2.503743,1.7440061,1.6643097,4.4465809,0.001196933,763.87469,687.47805,0.87173868,0.80412171,44.046766,45.703659,66.190498,13.845542,19292.494,17363.004,10.523793,4.1728648,5.7557421,5.6812477,11.257362,1.7582259,2521.0154,2268.8833,1.7970624,1.1110773,0.18262163,0.17300349,0.55934185,0.001009214,79.988297,71.988489,0.098401452,0.082124237,0.48720186,0.47524798,1.096895,0.11586089,213.39429,192.05242,0.16327797,0.12686472,0.11562357,0.11054856,0.3065879,0.012046806,50.643105,45.578205,0.048542218,0.04604209,0.20440437,0.19785081,0.43236381,0.051737968,89.529144,80.575133,0.070045788,0.059195247,0.00758428,0.004964182,0.048638649,8.73e-15,3.3219144,2.9896833,0.008033724,0.007352845,0.11815718,0.1163834,0.33156329,0.011100088,51.75288,46.576942,0.043976352,0.038769745,0.087196794,0.078446187,0.37223792,5.58e-12,38.192196,34.372519,0.059904414,0.058180492,,,0014,-0.856665636,2.3696270000000013,0.0
28, rois\0014-4.roi.h502, (blue),664,59.7592,8.0082023,8.2489195,15.289444,-151.18532,5317.4482,4785.638,6.5100029,2.5421312,0.7316905,0.73168784,0.75294936,0.70754719,485.84256,437.25242,0.007804149,0.007667756,9.5124235,9.1254988,24.039772,0.41701117,6316.2456,5684.5487,3.9429589,2.988214,14.58896,14.179462,31.231651,4.0185728,9687.0742,8718.2462,4.5181563,3.0763631,1.9413874,1.853251,5.9444394,0.036961954,1289.0809,1160.1577,0.88063116,0.82307941,49.994849,49.592644,71.828529,32.824883,33196.582,29876.524,6.9355185,3.9807526,6.9395512,6.9382348,12.40338,1.6488341,4607.8604,4147.0206,1.8516176,1.215132,0.20912902,0.1983119,0.53126383,0.009064427,138.86172,124.97384,0.09568428,0.086923075,0.32930381,0.31964606,0.76024252,0.033534352,218.65778,196.78934,0.12676917,0.10723279,0.12023641,0.11445379,0.40822724,0.000667292,79.837006,71.852321,0.050629938,0.047500031,0.20270723,0.19096673,0.58999324,0.030320916,134.59761,121.13623,0.078381727,0.059993267,0.008428487,0.006199351,0.042060144,1.04e-14,5.5965166,5.0367968,0.00833246,0.007854821,0.12659262,0.12491469,0.28814667,0.025038723,84.057564,75.650746,0.042967152,0.038779795,0.038481424,0.033164885,0.1813679,2.55e-17,25.551655,22.996193,0.03475241,0.033088557,,,0014,-0.905381006,8.317710000000005,0.0
31, rois\0016-3.roi.h501, (green),91,2274.99,18.062722,12.63131,72.615227,0.91538429,1643.7079,410925.78,14.051016,11.654937,0.71247648,0.71209538,0.73798078,0.68593615,64.83535,16208.795,0.008715356,0.008285236,7.1558463,5.8530488,23.996149,0.10120993,651.18207,162795.05,5.7008852,3.1488902,20.895073,15.941653,102.40379,1.111473,1901.4518,475361.58,17.984115,11.213871,2.8391868,2.1307752,14.769924,0.00975637,258.366,64591.32,2.3558773,1.8720142,29.712724,28.351534,68.044128,4.2262635,2703.8584,675962.59,13.865116,5.8224053,5.1238721,5.0085998,11.336743,0.74839723,466.2724,116567.77,2.1373208,1.4089039,0.15609846,0.14098075,0.38483536,0.000170227,14.204956,3551.23,0.098717123,0.089686155,0.9422583,0.66477418,9.0041094,0.05806056,85.745499,21436.317,1.0642575,0.6033409,0.11898167,0.10815716,0.34724447,0.026706658,10.82733,2706.8254,0.062117504,0.053499733,0.1721391,0.15948214,0.38545385,0.00068218,15.664661,3916.1535,0.071166183,0.061997184,0.031543397,0.01548221,0.27329049,4.53e-05,2.8704491,717.61029,0.049346908,0.037692746,0.12157027,0.12085257,0.28172299,0.017873261,11.062893,2765.716,0.059119634,0.053641479,12.693608,5.6937938,94.978271,0.71465236,1155.1184,288778.78,17.751836,13.782861,,,0016,12.666874997999999,29.69069172,0.4266278171440325
32, rois\0016-3.roi.h502, (blue),1584,39599.9,32.931227,24.898594,99.889893,1.7177939,52163.145,13040730.0,22.221903,12.757687,0.70307362,0.70376569,0.73798078,0.63866234,1113.6688,278416.38,0.012106917,0.008898038,21.597898,17.588839,253.9626,0.020198524,34211.055,8552743.8,19.967968,9.8379594,38.290004,32.719032,321.89847,0.10247099,60651.398,15162800.0,29.46381,16.544621,6.187236,5.4729629,61.07394,0.003977902,9800.5889,2450138.7,4.5090812,2.9415703,63.084533,64.136459,142.91246,4.040185,99925.922,24981406.0,27.461369,10.534669,6.1693328,5.9366522,59.242584,0.024466524,9772.2207,2443049.0,2.8853767,1.79759,0.27339543,0.218127,12.086219,0.000128368,433.05811,108264.29,0.48614342,0.20954858,0.9766196,0.49660262,22.302801,0.051786609,1546.9668,386740.29,1.9616125,0.71498442,0.18348156,0.15933722,2.6200118,0.002326064,290.63483,72658.496,0.13493627,0.087573924,0.70149603,0.62336355,5.8314009,0.019082325,1111.1688,277791.66,0.49111785,0.32366398,0.080259893,0.023619609,3.2254529,3.63e-19,127.13161,31782.83,0.16046902,0.071575341,0.27439054,0.22954248,7.3396368,0.015679378,434.63483,108658.35,0.32599772,0.13870833,31.158482,14.536535,298.91208,0.049692608,49355.047,12338725.0,40.058547,21.840842,,,0016,31.131748998,63.06250072,0.493664993340911
34, rois\0017-3.roi.h501, (green),72,1800.01,83.667351,90.868362,99.97966,12.058764,6024.0503,1506018.3,18.752469,13.137939,0.6976715,0.69974768,0.73567915,0.64255679,50.232346,12558.137,0.016082059,0.01324974,15.478672,9.4548664,100.19669,0.02152822,1114.4646,278617.22,19.491214,15.01718,83.774913,80.023781,218.06865,4.6314487,6031.7939,1507954.5,53.364889,42.903431,6.0238143,4.9808011,25.72823,0.15893351,433.7146,108429.09,4.8967196,4.3361804,7.9876163,5.7445688,57.901459,0.000711563,575.10846,143777.67,8.8464961,6.840391,2.6540394,2.0834582,16.375387,0.001495694,191.09082,47772.901,2.8527306,2.2036311,0.2039916,0.096401595,1.6033103,6.76e-08,14.687396,3671.8636,0.30365978,0.24026416,7.2049811,3.8432353,65.195702,0.30570805,518.75879,129690.18,9.6407252,6.1532225,0.28415595,0.18567999,2.0661197,0.009814324,20.459234,5114.8275,0.33715002,0.29255646,0.27225276,0.20383549,1.1462872,0.011736204,19.6022,4900.5693,0.21500541,0.1697702,0.37104464,0.29142678,1.4804267,1.82e-07,26.715216,6678.8302,0.3314603,0.30896895,0.42053891,0.27848193,2.4959817,0.018889351,30.278805,7569.7306,0.45134435,0.39757562,158.52597,151.45384,405.27893,13.020406,11413.87,2853478.9,83.298251,70.73269,,,0017,158.437824547,7.972730016,19.87246830496461
35, rois\0017-3.roi.h502, (blue),439,10975.0,57.795823,58.254494,99.890938,4.5030775,25372.357,6343117.6,23.641698,17.351405,0.70889445,0.70946497,0.74463004,0.64255679,311.20496,77801.484,0.013079225,0.010293544,20.403296,17.832901,108.18825,0.02152822,8957.043,2239270.8,13.65782,10.683154,62.452642,53.988579,218.06865,1.4602944,27416.717,6854205.5,39.855977,30.320701,6.7493469,5.7885275,66.86866,0.032965098,2962.9631,740743.85,5.0166224,3.883336,33.133226,27.143375,111.32355,0.000711563,14545.48,3636386.4,21.544582,8.3233452,3.0059759,2.6504548,16.375387,0.000761424,1319.6227,329907.21,1.95046,1.4051966,0.14380005,0.096725322,1.6033103,6.76e-08,63.128216,15782.12,0.1719623,0.13723763,6.6153907,4.9357452,65.195702,0.05837002,2904.1565,726042.11,6.4313305,4.2309707,0.23421085,0.20031764,1.4760377,0.005559252,102.81864,25704.746,0.1736689,0.13508304,0.32435519,0.29667804,1.3376995,0.013162007,142.39188,35598.128,0.17909789,0.14810058,0.18456734,0.13072044,2.0425215,1.82e-07,81.025116,20256.348,0.20105859,0.13823855,0.28177526,0.22497104,2.4959817,0.000362348,123.69938,30924.962,0.25492566,0.1766691,81.962636,67.636017,405.27893,4.6181726,35981.605,8995436.1,58.8749,39.349122,,,0017,81.87449054700001,33.118339716,2.472179802764845
37, rois\0018-2.roi.h501, (green),1166,29150.0,5.8809272,5.7987633,13.225055,0.2669096,6857.1626,1714288.7,2.2892965,2.0025081,0.71796142,0.71788412,0.74660271,0.69598633,837.14337,209285.56,0.007635941,0.007411764,6.511539,5.1772842,28.227236,0.014778667,7592.4502,1898111.8,5.2194703,2.671921,6.4859719,5.5979776,24.506937,0.020294107,7562.6421,1890659.0,4.6063369,2.1222891,0.53693685,0.47891569,3.4249451,0.000502155,626.06836,156516.94,0.45301105,0.41186414,7.8613107,7.9003544,19.374056,1.7073169,9166.291,2291569.9,3.267623,1.4400831,3.2638436,3.2353108,7.2309942,0.45162338,3805.645,951409.5,1.3044957,0.75722933,0.16767746,0.1603947,0.66053528,0.000652241,195.51196,48877.933,0.08789883,0.079906232,0.54721673,0.51780838,1.3436691,0.11329652,638.05481,159513.53,0.22778383,0.15007226,0.11046091,0.10746204,0.30655214,0.002814342,128.79749,32199.325,0.046857572,0.044639129,0.99372055,0.98744571,2.6653695,0.19525011,1158.6786,289669.27,0.2479882,0.16693196,0.007934789,0.005451565,0.049354624,3.14e-12,9.2519588,2312.9888,0.008473796,0.00800814,0.039770178,0.037439104,0.12431248,1.79e-08,46.37204,11592.996,0.022189559,0.021024725,0.028134435,0.020940688,0.2047604,1.95e-15,32.804726,8201.1802,0.028725956,0.027189022,,,0018,0.005986933999999999,7.801645925,0.0007673937086551386
39, rois\0020-4.roi.h501, (green),2033,2033.01,15.739548,10.307682,99.076134,0.10529757,31998.488,319987.23,15.701445,8.0979591,0.73288005,0.73306453,0.75979555,0.6808874,1489.9429,14899.555,0.008755967,0.007516481,10.13748,8.8434095,113.87999,0.00110503,20609.498,206096.4,7.9110958,4.2295887,24.963002,17.781958,473.43164,0.048046902,50749.785,507501.37,29.163092,12.42445,3.3036573,2.6285701,30.052816,0.001553609,6716.3306,67163.82,2.8690803,1.747659,30.657511,32.207531,63.985073,0.24783593,62326.727,623271.55,13.302758,3.8674991,6.5891273,5.7271738,41.91013,9.12e-06,13395.698,133957.89,4.6521232,1.7885898,0.17873482,0.15655811,1.3503531,3.42e-07,363.36816,3633.7042,0.12990242,0.098132029,2.2363068,1.0141256,29.088804,0.030450923,4546.415,45464.433,3.8346986,1.0621596,0.11668719,0.10448062,0.80574059,0.000353615,237.22485,2372.267,0.072342546,0.054752447,0.1727866,0.14770193,1.0972438,0.000123275,351.27542,3512.7761,0.12844886,0.070763321,0.038911309,0.010235061,17.729208,8.83e-16,79.106758,791.07242,0.39885666,0.05672303,0.11252288,0.098520748,2.0591807,1.27e-08,228.75909,2287.606,0.091780212,0.050452564,12.912367,2.2728174,246.45874,0.020549523,26250.834,262510.26,27.280884,12.112629,,,0020,12.887088518,30.631605704,0.4207121442646786
40, rois\0020-4.roi.h502, (blue),1102,1102.01,17.735346,15.05493,91.418465,8.1679344,19544.357,195444.87,10.407485,5.1748375,0.72900438,0.72916663,0.75237274,0.69533396,803.36255,8033.6843,0.007994916,0.007460349,36.77959,36.88496,131.69949,11.160385,40531.039,405313.91,11.336115,7.2152936,46.227088,43.428795,230.14624,13.652411,50942.242,509426.06,20.84245,10.594446,6.340699,5.9065962,24.435307,0.98509985,6987.4492,69874.991,2.7884354,2.0116549,83.094756,84.179138,112.51131,16.73192,91570.461,915710.6,12.398749,7.4167198,8.7263524,8.4167671,21.847475,0.028522626,9616.4316,96165.075,2.9382473,1.7601705,0.24802516,0.23350117,0.95595396,9.61e-05,273.32379,2733.2563,0.12389805,0.10836857,0.44596153,0.3888627,5.6542945,0.051950984,491.44986,4914.5303,0.40166754,0.15664729,0.15606317,0.14841561,0.89305943,0.013106512,171.9816,1719.8282,0.074569516,0.06172179,0.81029738,0.58540154,9.3573532,0.13012086,892.9469,8929.5395,0.85213173,0.5036424,0.023080486,0.008866487,0.82115716,2.36e-22,25.434711,254.34873,0.06015557,0.026749721,0.19953759,0.19326851,0.63675958,0.023502279,219.89056,2198.9195,0.068149567,0.057338695,6.7364537,1.2616262,154.85757,0.049755335,7423.5684,74236.238,18.349539,7.2208949,,,0020,6.711175218,83.068850704,0.0807905148695748
43, rois\0021-3.roi.h501, (green),144,144.001,27.868142,24.708277,80.984642,14.713836,4013.0112,40130.494,11.323744,7.6001129,0.7391252,0.7382282,0.75671643,0.71665138,106.43406,1064.3501,0.008070577,0.007578166,16.041174,14.590622,65.91169,3.3212459,2309.9292,23099.503,7.556468,5.4435706,31.17766,17.762022,154.34579,3.9101088,4489.5835,44896.244,29.544746,18.647345,4.342806,2.8351021,25.229345,0.18288974,625.36395,6253.6983,3.9263132,2.7518685,15.222495,15.405284,21.984053,9.2261629,2192.0386,21920.595,2.4848703,2.1453693,2.4035992,2.3706391,4.5439014,0.292454,346.11816,3461.2148,0.83250953,0.76956698,0.25654565,0.20767426,1.1366841,1.11e-06,36.942562,369.42915,0.20881615,0.15035332,11.888825,12.853096,24.185736,0.70639843,1711.9907,17120.066,6.4797787,2.5032585,0.14836079,0.14248098,0.43305892,0.021138936,21.363951,213.64151,0.074908599,0.063711329,0.21140945,0.19884159,0.60972643,0.058996607,30.442965,304.43241,0.0987223,0.083150069,0.054296083,0.020631855,0.57749677,3.96e-08,7.818635,78.18708,0.092202431,0.05516643,0.085390165,0.065256059,0.53280503,0.003541102,12.296181,122.96297,0.07361208,0.051074924,28.449104,12.99694,138.13329,5.4816046,4096.6709,40967.087,29.547254,19.730905,,,0021,28.33253783,15.208175148,1.8629807688482574
44, rois\0021-3.roi.h502, (blue),6435,6435.06,52.040827,48.697464,99.987152,5.1837502,334882.09,3348857.7,24.447701,11.629367,0.72628407,0.72935402,0.7645669,0.63427567,4673.6421,46736.805,0.016356779,0.009479484,38.475551,21.450476,3346.6306,3.74e-20,247589.89,2475924.2,68.737661,29.536226,58.508274,44.274475,931.66479,2.2e-20,376501.25,3765041.7,49.103287,29.695763,11.469767,7.4819641,288.8974,1.45e-20,73807.922,738086.2,14.110754,6.5123855,15.53572,15.247264,165.15486,5.7600000000000004e-21,99972.516,999732.69,9.7749431,4.5632174,3.0974893,2.4481347,181.96327,4.15e-21,19932.313,199325.25,4.2413974,1.6273891,0.951778,0.21449831,216.74637,1.4200000000000002e-21,6124.6992,61247.472,4.5959174,1.1526278,5.6286781,3.2480175,110.19262,1.21e-21,36220.563,362208.74,7.0881307,2.921012,0.57002159,0.2197662,94.900749,6.45e-22,3668.0891,36681.223,2.877812,0.64113615,1.023106,0.3299011,83.577133,5.21e-22,6583.6943,65837.469,3.2510808,1.0143289,0.73053132,0.17629291,38.021938,4.17e-22,4700.9741,47010.119,2.3281926,0.72272122,0.77439048,0.19965142,71.171013,4.07e-22,4983.2153,49832.481,1.91128,0.7743996,74.224553,66.281105,563.22736,1.19e-21,477635.5,4776393.5,50.930114,33.954665,,,0021,74.10798683,15.521400148,4.774568410282828
46, rois\0022-4.roi.h501, (green),2290,2290.0,5.2453518,5.1497221,13.519419,0.51438212,12011.857,120118.72,2.0344681,1.9292545,0.73981812,0.73948216,0.76586622,0.71308726,1694.1835,16941.858,0.00750874,0.007153126,4.3921741,3.8723021,16.289463,0.006413207,10058.078,100580.93,2.8463723,2.0120053,6.1537813,5.8138371,18.029892,0.18024483,14092.152,140921.79,2.8627287,1.8969821,0.60024935,0.52298117,3.1987586,1.11e-06,1374.5706,13745.729,0.46962288,0.43962863,12.688608,12.417102,27.061337,4.6679773,29056.906,290569.54,3.6845734,1.783748,4.1211842,4.0246339,9.3677855,0.47001904,9437.5107,94375.25,1.2454213,0.82920356,0.11563989,0.106484,0.65670353,8.22e-06,264.81546,2648.1571,0.069757286,0.065302655,0.39666387,0.38368025,2.3429809,0.045432448,908.36029,9083.6152,0.14810761,0.1255257,0.1015129,0.097801343,0.3021788,0.003162215,232.4646,2324.6487,0.044088618,0.04167129,0.56919536,0.55029488,4.2988129,0.12785694,1303.4564,13034.592,0.22423056,0.11636683,0.007181797,0.004635106,0.051341042,3.21e-15,16.446312,164.46338,0.007814017,0.007344256,0.03775709,0.035004295,0.14867711,3.1e-08,86.463745,864.63857,0.022479018,0.019960613,0.025855777,0.018884052,0.16132325,2.05e-16,59.209652,592.0981,0.027282775,0.025959321,,,0022,0.0030324709999999984,12.48462201,0.00024289650079682294
47, rois\0022-4.roi.h502, (blue),3033,3033.0,6.2430204,6.11552,14.333237,1.1765182,18935.057,189351.1,2.0603584,1.9482714,0.73650816,0.73648065,0.76570046,0.71007609,2233.8286,22338.327,0.007460129,0.007212787,11.457002,11.092294,31.739403,0.46925372,34749.078,347491.4,4.6934793,3.434761,11.555525,11.4229,26.90667,1.6303582,35047.887,350479.62,3.7079252,2.6319509,0.67616994,0.58308899,3.4247942,5.43e-07,2050.8245,20508.266,0.50955576,0.48780097,11.072421,10.980165,19.308079,5.6262064,33582.691,335827.03,1.8575053,1.5859932,4.3968718,4.343174,8.1486969,1.750475,13335.72,133357.33,0.94366269,0.83198833,0.19165886,0.17779787,6.4088082,0.000436594,581.30121,5813.0222,0.19714724,0.096553079,0.81137127,0.78529733,2.4845834,0.23332556,2460.8889,24608.928,0.25130508,0.21265748,0.12586678,0.12288111,0.31953248,0.001146199,381.754,3817.5453,0.050981945,0.048681902,1.0994129,1.0828192,4.234271,0.53018391,3334.5166,33345.243,0.23077446,0.17179665,0.007598802,0.004957493,0.05340904,2.58e-14,23.047199,230.472,0.008131829,0.007583989,0.039934948,0.037435621,0.12934065,8.5e-09,121.12269,1211.2288,0.022399489,0.02136794,0.027430101,0.018570047,0.21218853,1.26e-17,83.195526,831.95622,0.030138261,0.028141893,,,0022,0.004606794999999997,10.86843501,0.00042386921353086297
50, rois\0023-4.roi.h501, (green),122,3049.99,17.480436,15.436655,59.571365,6.5945625,2132.6138,533151.92,7.9008748,3.4210973,0.71700892,0.72217429,0.74610978,0.67540687,87.475082,21868.716,0.017187462,0.007134793,29.943376,30.634045,57.580463,10.488999,3653.0925,913270.63,9.5971368,7.3486973,30.871965,31.202547,64.935493,13.263712,3766.3794,941592.53,9.2076478,6.5563783,5.2242669,4.7201428,18.840113,0.82440799,637.36053,159339.73,2.8785243,1.7146112,98.176274,85.922981,207.42026,37.511269,11977.503,2994368.7,45.62818,11.515364,7.5708839,7.3853955,13.010865,3.1347802,923.64789,230911.37,2.0762324,1.7528408,0.2806972,0.26825771,0.93792844,0.029104577,34.245064,8561.2426,0.15368797,0.11823278,0.80302312,0.76320201,3.9579189,0.24848734,97.968803,24492.142,0.42344203,0.25567557,0.1680871,0.16028655,0.39665067,0.015788451,20.506624,5126.6433,0.083457586,0.062810775,1.2107767,1.0693394,3.8354731,0.15030411,147.71478,36928.595,0.72716039,0.56676183,0.013840831,0.010254498,0.14439762,7.84e-17,1.6885812,422.14426,0.018150162,0.013254437,0.34189492,0.29860345,0.81634694,0.075480357,41.711178,10427.768,0.17459373,0.077181717,0.99691827,0.13663417,35.904675,4.66e-06,121.62401,30405.929,3.9607378,1.4691517,,,0023,0.949805876,98.079010096,0.009684089134569439
51, rois\0023-4.roi.h502, (blue),359,8974.98,22.491645,16.613585,98.210472,3.687048,8074.5015,2018620.1,16.48988,11.417994,0.72286189,0.72217506,0.75309658,0.68792522,259.50748,64876.692,0.011279074,0.008534863,15.023154,9.3397865,130.62782,0.001259659,5393.311,1348324.7,15.077394,5.9113731,21.433454,12.084784,185.79216,0.094439439,7694.6084,1923647.6,26.365833,9.3068925,3.3331404,2.657737,25.806635,0.029905183,1196.5974,299148.6,2.8875449,1.5660708,48.602434,44.791965,118.27414,3.4388103,17448.258,4362057.5,28.844574,9.9985604,7.4928529,6.6799068,25.69973,0.57180041,2689.9343,672481.87,4.3799482,2.1408411,0.25610865,0.24449541,2.4055736,1.08e-08,91.942978,22985.694,0.18301834,0.13165663,5.4518518,3.1488249,31.145678,0.27907658,1957.2153,489302.47,5.8251191,4.3544534,0.16605102,0.15514627,0.52786362,0.003892807,59.612297,14903.042,0.082520102,0.064658351,0.84540843,0.6078161,4.451005,0.045548469,303.50156,75875.216,0.74985365,0.38203565,0.030660593,0.014583057,0.44777811,1.46e-10,11.007154,2751.7813,0.056277183,0.029475985,0.24928246,0.24364878,0.69631881,0.027160605,89.492439,22373.045,0.12390289,0.074863388,12.996422,3.8216929,181.84418,0.048770092,4665.7148,1166426.0,21.872131,12.420761,,,0023,12.949309606,48.505170096,0.26696761562470783
54, rois\0024-3.roi.h501, (green),1647,1647.0,13.081759,12.367696,90.851707,5.5039048,21545.67,215456.04,5.3161357,2.5196229,0.71532331,0.71518415,0.74006361,0.68505943,1178.1365,11781.346,0.008224582,0.007188051,22.025121,21.689383,90.169655,2.8278,36275.414,362752.85,7.4776266,5.3996215,23.787099,23.353273,94.244774,8.6082287,39177.375,391772.57,7.6171186,4.6156367,3.6915215,3.4929492,11.286201,0.000651129,6079.9375,60799.211,1.5783317,1.325152,75.318843,75.641563,117.94964,36.141659,124050.09,1240498.3,15.477,6.4094233,7.5020398,7.2832112,17.410301,1.7731497,12355.855,123558.29,2.4059684,1.5706716,0.2436841,0.2258665,4.5004678,0.00074191,401.3476,4013.4673,0.18573658,0.11555804,1.2640729,0.63792264,39.196503,0.127977,2081.9258,20819.229,3.1234151,0.61424816,0.15078872,0.14451638,0.50582433,2.97e-06,248.34901,2483.4842,0.064091758,0.056323188,1.1308752,0.79361749,8.584507,0.15881948,1862.5516,18625.469,1.0544945,0.71244871,0.013507206,0.008919385,0.73317909,1.0399999999999998e-23,22.246368,222.46314,0.027898222,0.012821452,0.26565439,0.25989327,1.8311503,0.047272265,437.53323,4375.3171,0.090349562,0.064391849,1.1411996,0.11853059,116.90639,2.73e-14,1879.5573,18795.512,7.0463949,1.1457292,,,0024,1.099929435,75.21444794,0.014623911563871807
